onset	duration	RECORDING_SESSION_LABEL	CURRENT_SAC_ADJUSTED	CURRENT_SAC_AMPLITUDE	CURRENT_SAC_AVG_VELOCITY	CURRENT_SAC_DIRECTION	CURRENT_SAC_END_INTEREST_AREA_ID	CURRENT_SAC_START_INTEREST_AREA_ID	CURRENT_SAC_START_TIME	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
35988	27	S3013_5	FALSE	2.2	81.31	RIGHT	6	5	1785	t.05.04	4235	38438	34203
36404	7	S3013_5	FALSE	0.3	42.49	.	6	6	2201	t.05.04	4235	38438	34203
36659	27	S3013_5	FALSE	2.42	89.7	RIGHT	8	5	2456	t.05.04	4235	38438	34203
36952	21	S3013_5	FALSE	1.33	63.33	RIGHT	8	8	2749	t.05.04	4235	38438	34203
37196	26	S3013_5	FALSE	2.37	91.25	LEFT	6	8	2993	t.05.04	4235	38438	34203
37440	27	S3013_5	FALSE	2.79	103.26	RIGHT	9	7	3237	t.05.04	4235	38438	34203
37544	42	S3013_5	FALSE	2.42	57.62	RIGHT	11	8	3341	t.05.04	4235	38438	34203
38015	21	S3013_5	FALSE	1.19	56.85	RIGHT	13	11	3812	t.05.04	4235	38438	34203
38207	38	S3013_5	FALSE	1.11	29.23	RIGHT	13	12	4004	t.05.04	4235	38438	34203
40010	24	S3013_5	FALSE	1.68	70.09	UP	2	2	174	t.05.05	2882	42718	39836
40292	14	S3013_5	FALSE	0.73	52.03	LEFT	2	2	456	t.05.05	2882	42718	39836
40539	29	S3013_5	FALSE	3.99	137.7	RIGHT	4	2	703	t.05.05	2882	42718	39836
40884	16	S3013_5	FALSE	1.07	66.87	LEFT	3	4	1048	t.05.05	2882	42718	39836
41272	22	S3013_5	FALSE	1.67	76.1	RIGHT	5	3	1436	t.05.05	2882	42718	39836
41368	40	S3013_5	FALSE	1.75	43.84	RIGHT	7	5	1532	t.05.05	2882	42718	39836
41636	22	S3013_5	FALSE	1.52	69.05	RIGHT	9	7	1800	t.05.05	2882	42718	39836
41787	40	S3013_5	FALSE	1.36	33.88	RIGHT	9	8	1951	t.05.05	2882	42718	39836
42059	25	S3013_5	FALSE	0.05	2.07	.	9	9	2223	t.05.05	2882	42718	39836
42220	171	S3013_5	FALSE	2.21	12.95	RIGHT	13	12	2384	t.05.05	2882	42718	39836
42731	19	S3013_5	FALSE	1.14	60.14	LEFT	12	13	2895	t.05.05	2882	42718	39836
44419	24	S3013_5	FALSE	2.05	85.22	RIGHT	3	2	266	t.05.06	4244	48397	44153
44794	25	S3013_5	FALSE	2.14	85.71	RIGHT	5	3	641	t.05.06	4244	48397	44153
45031	23	S3013_5	FALSE	1.95	85	LEFT	3	5	878	t.05.06	4244	48397	44153
45356	27	S3013_5	FALSE	3.05	112.94	RIGHT	6	3	1203	t.05.06	4244	48397	44153
45703	38	S3013_5	FALSE	3.42	90.02	LEFT	2	6	1550	t.05.06	4244	48397	44153
45804	35	S3013_5	FALSE	1.27	36.36	LEFT	1	2	1651	t.05.06	4244	48397	44153
46196	43	S3013_5	FALSE	2.93	68.07	RIGHT	4	1	2043	t.05.06	4244	48397	44153
46442	23	S3013_5	FALSE	1.47	64.04	RIGHT	4	3	2289	t.05.06	4244	48397	44153
46724	28	S3013_5	FALSE	2.59	92.67	RIGHT	6	4	2571	t.05.06	4244	48397	44153
47079	28	S3013_5	FALSE	2.85	101.8	RIGHT	8	6	2926	t.05.06	4244	48397	44153
47341	16	S3013_5	FALSE	0.89	55.63	RIGHT	9	8	3188	t.05.06	4244	48397	44153
47521	23	S3013_5	FALSE	2.05	89.29	RIGHT	10	8	3368	t.05.06	4244	48397	44153
47820	26	S3013_5	FALSE	2.99	114.85	RIGHT	12	10	3667	t.05.06	4244	48397	44153
48066	22	S3013_5	FALSE	1.33	60.34	RIGHT	13	12	3913	t.05.06	4244	48397	44153
48266	23	S3013_5	FALSE	1.61	69.8	RIGHT	.	.	4113	t.05.06	4244	48397	44153
50120	26	S3013_5	FALSE	2.04	78.39	RIGHT	4	1	267	t.05.07	2357	52210	49853
50377	8	S3013_5	FALSE	0.47	58.7	.	3	4	524	t.05.07	2357	52210	49853
50681	25	S3013_5	FALSE	2.49	99.56	RIGHT	5	3	828	t.05.07	2357	52210	49853
51035	27	S3013_5	FALSE	2.93	108.38	RIGHT	7	5	1182	t.05.07	2357	52210	49853
51427	18	S3013_5	FALSE	1.02	56.55	RIGHT	7	7	1574	t.05.07	2357	52210	49853
51536	41	S3013_5	FALSE	2.38	58.16	RIGHT	9	7	1683	t.05.07	2357	52210	49853
51788	22	S3013_5	FALSE	1.75	79.47	RIGHT	10	9	1935	t.05.07	2357	52210	49853
52011	43	S3013_5	FALSE	2.12	49.2	RIGHT	12	10	2158	t.05.07	2357	52210	49853
53846	21	S3013_5	FALSE	1.45	68.89	LEFT	1	2	210	t.05.08	2953	56589	53636
54209	22	S3013_5	FALSE	1.65	74.8	RIGHT	2	1	573	t.05.08	2953	56589	53636
54457	21	S3013_5	FALSE	1.42	67.76	RIGHT	3	2	821	t.05.08	2953	56589	53636
54729	24	S3013_5	FALSE	1.98	82.61	RIGHT	4	3	1093	t.05.08	2953	56589	53636
55335	27	S3013_5	FALSE	2.68	99.16	RIGHT	6	4	1699	t.05.08	2953	56589	53636
55603	23	S3013_5	FALSE	0.65	28.45	RIGHT	6	6	1967	t.05.08	2953	56589	53636
55804	25	S3013_5	FALSE	2.83	113.37	RIGHT	7	6	2168	t.05.08	2953	56589	53636
56106	19	S3013_5	FALSE	1.36	71.41	RIGHT	8	7	2470	t.05.08	2953	56589	53636
56268	249	S3013_5	FALSE	5.71	22.95	DOWN	.	8	2632	t.05.08	2953	56589	53636
56538	28	S3013_5	FALSE	3.18	113.48	LEFT	7	.	2902	t.05.08	2953	56589	53636
58327	21	S3013_5	FALSE	1.6	76.43	RIGHT	3	2	308	t.05.09	1925	59944	58019
58651	25	S3013_5	FALSE	2.23	89.4	RIGHT	4	3	632	t.05.09	1925	59944	58019
58971	22	S3013_5	FALSE	1.73	78.5	RIGHT	6	4	952	t.05.09	1925	59944	58019
59229	33	S3013_5	FALSE	1.14	34.57	RIGHT	7	6	1210	t.05.09	1925	59944	58019
59415	25	S3013_5	FALSE	1.88	75.13	RIGHT	7	7	1396	t.05.09	1925	59944	58019
59702	39	S3013_5	FALSE	2.32	59.44	RIGHT	8	7	1683	t.05.09	1925	59944	58019
61629	22	S3013_5	FALSE	1.7	77.05	RIGHT	2	1	260	t.05.10	5640	67009	61369
61810	25	S3013_5	FALSE	1.72	68.99	RIGHT	3	2	441	t.05.10	5640	67009	61369
62102	25	S3013_5	FALSE	1.1	43.98	RIGHT	4	3	733	t.05.10	5640	67009	61369
62369	26	S3013_5	FALSE	3.05	117.27	RIGHT	6	4	1000	t.05.10	5640	67009	61369
62671	16	S3013_5	FALSE	0.13	8.06	.	6	6	1302	t.05.10	5640	67009	61369
62897	27	S3013_5	FALSE	2.11	78.29	RIGHT	7	6	1528	t.05.10	5640	67009	61369
63140	14	S3013_5	FALSE	0.91	64.69	RIGHT	8	.	1771	t.05.10	5640	67009	61369
63276	261	S3013_5	FALSE	5.54	21.22	DOWN	.	8	1907	t.05.10	5640	67009	61369
63833	19	S3013_5	FALSE	1.28	67.59	LEFT	9	10	2464	t.05.10	5640	67009	61369
64137	25	S3013_5	FALSE	2.37	94.61	RIGHT	11	9	2768	t.05.10	5640	67009	61369
64434	43	S3013_5	FALSE	2.1	48.95	RIGHT	12	11	3065	t.05.10	5640	67009	61369
64728	61	S3013_5	FALSE	9.17	150.38	LEFT	6	12	3359	t.05.10	5640	67009	61369
65084	19	S3013_5	FALSE	1.59	83.85	RIGHT	6	5	3715	t.05.10	5640	67009	61369
65360	28	S3013_5	FALSE	2.94	105.11	LEFT	4	6	3991	t.05.10	5640	67009	61369
65737	14	S3013_5	FALSE	0.78	55.96	LEFT	3	4	4368	t.05.10	5640	67009	61369
65996	23	S3013_5	FALSE	1.52	66.03	LEFT	2	4	4627	t.05.10	5640	67009	61369
66228	58	S3013_5	FALSE	7.84	135.12	RIGHT	8	2	4859	t.05.10	5640	67009	61369
66610	15	S3013_5	FALSE	0.86	57.43	LEFT	8	8	5241	t.05.10	5640	67009	61369
66765	46	S3013_5	FALSE	5.51	119.89	RIGHT	12	8	5396	t.05.10	5640	67009	61369
67003	20	S3013_5	FALSE	1.33	66.53	LEFT	12	12	5634	t.05.10	5640	67009	61369
68745	21	S3013_5	FALSE	1.66	79.11	RIGHT	3	2	310	t.05.11	2822	71257	68435
69026	25	S3013_5	FALSE	3.18	127.15	RIGHT	5	2	591	t.05.11	2822	71257	68435
69333	25	S3013_5	FALSE	1.55	62.17	RIGHT	6	.	898	t.05.11	2822	71257	68435
69427	133	S3013_5	FALSE	2.19	16.5	RIGHT	7	6	992	t.05.11	2822	71257	68435
69812	25	S3013_5	FALSE	2.13	85.23	RIGHT	9	7	1377	t.05.11	2822	71257	68435
70008	20	S3013_5	FALSE	1.48	74.01	RIGHT	9	9	1573	t.05.11	2822	71257	68435
70582	36	S3013_5	FALSE	2.88	80.02	RIGHT	12	9	2147	t.05.11	2822	71257	68435
70872	23	S3013_5	FALSE	1.48	64.25	RIGHT	12	12	2437	t.05.11	2822	71257	68435
71194	27	S3013_5	FALSE	2.27	84.21	LEFT	11	12	2759	t.05.11	2822	71257	68435
73149	22	S3013_5	TRUE	2.19	99.67	RIGHT	3	1	414	t.05.12	5389	78124	72735
73458	38	S3013_5	TRUE	1.8	47.28	RIGHT	5	3	723	t.05.12	5389	78124	72735
73863	20	S3013_5	TRUE	1.72	86.15	RIGHT	7	.	1128	t.05.12	5389	78124	72735
74125	9	S3013_5	TRUE	0.5	55.83	LEFT	7	7	1390	t.05.12	5389	78124	72735
74406	26	S3013_5	TRUE	2.21	85.04	RIGHT	8	7	1671	t.05.12	5389	78124	72735
74595	24	S3013_5	TRUE	2.15	89.77	RIGHT	10	8	1860	t.05.12	5389	78124	72735
74829	18	S3013_5	TRUE	0.89	49.5	RIGHT	10	10	2094	t.05.12	5389	78124	72735
75164	25	S3013_5	TRUE	2.32	92.87	RIGHT	12	10	2429	t.05.12	5389	78124	72735
75501	15	S3013_5	TRUE	0.72	47.74	RIGHT	12	12	2766	t.05.12	5389	78124	72735
75639	24	S3013_5	TRUE	2.34	97.59	LEFT	10	12	2904	t.05.12	5389	78124	72735
75802	259	S3013_5	TRUE	4.7	18.13	LEFT	.	10	3067	t.05.12	5389	78124	72735
76237	22	S3013_5	TRUE	1.96	88.91	LEFT	5	7	3502	t.05.12	5389	78124	72735
76442	26	S3013_5	TRUE	2.04	78.44	LEFT	3	5	3707	t.05.12	5389	78124	72735
76689	25	S3013_5	TRUE	2.45	98.03	RIGHT	6	3	3954	t.05.12	5389	78124	72735
76881	49	S3013_5	TRUE	3.42	69.85	RIGHT	9	6	4146	t.05.12	5389	78124	72735
77164	55	S3013_5	TRUE	4.36	79.24	RIGHT	12	9	4429	t.05.12	5389	78124	72735
77401	20	S3013_5	TRUE	1.45	72.3	LEFT	11	12	4666	t.05.12	5389	78124	72735
77650	21	S3013_5	TRUE	1.83	87.19	LEFT	10	11	4915	t.05.12	5389	78124	72735
77922	45	S3013_5	TRUE	3.34	74.25	RIGHT	12	10	5187	t.05.12	5389	78124	72735
79850	25	S3013_5	FALSE	2.04	81.58	RIGHT	3	2	282	t.05.13	2414	81982	79568
80163	34	S3013_5	FALSE	2.55	75.13	RIGHT	5	3	595	t.05.13	2414	81982	79568
80636	25	S3013_5	FALSE	2.47	98.9	RIGHT	7	5	1068	t.05.13	2414	81982	79568
80857	22	S3013_5	FALSE	1.53	69.61	RIGHT	7	7	1289	t.05.13	2414	81982	79568
81214	15	S3013_5	FALSE	0.95	63.28	LEFT	7	7	1646	t.05.13	2414	81982	79568
81418	48	S3013_5	FALSE	2.6	54.08	RIGHT	8	7	1850	t.05.13	2414	81982	79568
81709	22	S3013_5	FALSE	0.88	40.05	RIGHT	9	9	2141	t.05.13	2414	81982	79568
81952	24	S3013_5	FALSE	1.71	71.09	LEFT	8	9	2384	t.05.13	2414	81982	79568
83630	23	S3013_5	TRUE	0.13	5.68	.	2	2	195	t.05.14	3217	86652	83435
83879	37	S3013_5	TRUE	3.86	104.43	RIGHT	3	2	444	t.05.14	3217	86652	83435
84352	38	S3013_5	TRUE	2.51	66.03	RIGHT	5	3	917	t.05.14	3217	86652	83435
84882	20	S3013_5	TRUE	1.36	68.02	RIGHT	6	5	1447	t.05.14	3217	86652	83435
85386	24	S3013_5	TRUE	1.91	79.42	RIGHT	7	6	1951	t.05.14	3217	86652	83435
85665	25	S3013_5	TRUE	2.41	96.59	RIGHT	8	7	2230	t.05.14	3217	86652	83435
86208	37	S3013_5	TRUE	3.2	86.5	RIGHT	10	8	2773	t.05.14	3217	86652	83435
86545	22	S3013_5	TRUE	0.92	41.96	RIGHT	10	10	3110	t.05.14	3217	86652	83435
88126	11	S3013_5	FALSE	0.63	56.96	RIGHT	1	1	74	t.05.15	2193	90245	88052
88430	31	S3013_5	FALSE	3.4	109.54	RIGHT	4	1	378	t.05.15	2193	90245	88052
88804	26	S3013_5	FALSE	3.35	128.91	RIGHT	5	3	752	t.05.15	2193	90245	88052
89167	23	S3013_5	FALSE	2.27	98.53	RIGHT	6	5	1115	t.05.15	2193	90245	88052
89387	21	S3013_5	FALSE	2.11	100.58	LEFT	5	6	1335	t.05.15	2193	90245	88052
89553	45	S3013_5	FALSE	3.17	70.52	RIGHT	6	4	1501	t.05.15	2193	90245	88052
89750	25	S3013_5	FALSE	2.44	97.78	RIGHT	7	6	1698	t.05.15	2193	90245	88052
90113	19	S3013_5	FALSE	1.21	63.94	RIGHT	8	7	2061	t.05.15	2193	90245	88052
91898	32	S3013_5	FALSE	0.76	23.83	RIGHT	3	2	213	t.05.16	3006	94691	91685
92557	21	S3013_5	FALSE	1.49	70.81	LEFT	1	3	872	t.05.16	3006	94691	91685
92976	21	S3013_5	FALSE	1.77	84.28	RIGHT	3	2	1291	t.05.16	3006	94691	91685
93444	30	S3013_5	FALSE	2.14	71.4	RIGHT	5	3	1759	t.05.16	3006	94691	91685
93671	23	S3013_5	FALSE	1.79	77.77	RIGHT	6	5	1986	t.05.16	3006	94691	91685
94032	50	S3013_5	FALSE	2.99	59.74	RIGHT	8	6	2347	t.05.16	3006	94691	91685
94389	25	S3013_5	FALSE	2.12	84.9	RIGHT	9	8	2704	t.05.16	3006	94691	91685
94594	25	S3013_5	FALSE	1.5	60.11	RIGHT	10	9	2909	t.05.16	3006	94691	91685
#VALUE!	43	S3013_5	FALSE	0.85	19.77	UP	.	.	71	.	.	.	.
96116	43	S3013_5	TRUE	0.51	11.77	LEFT	2	3	-19	t.05.17	2934	99069	96135
96423	22	S3013_5	TRUE	1.92	87.32	RIGHT	4	3	288	t.05.17	2934	99069	96135
96739	32	S3013_5	TRUE	3.25	101.53	RIGHT	7	4	604	t.05.17	2934	99069	96135
97105	39	S3013_5	TRUE	2.53	64.78	RIGHT	9	6	970	t.05.17	2934	99069	96135
97521	25	S3013_5	TRUE	1.91	76.57	LEFT	6	8	1386	t.05.17	2934	99069	96135
97796	25	S3013_5	TRUE	2.66	106.44	RIGHT	8	6	1661	t.05.17	2934	99069	96135
98029	25	S3013_5	TRUE	1.88	75.03	RIGHT	10	9	1894	t.05.17	2934	99069	96135
98210	23	S3013_5	TRUE	2.06	89.75	RIGHT	11	9	2075	t.05.17	2934	99069	96135
98512	28	S3013_5	TRUE	2.48	88.75	RIGHT	14	11	2377	t.05.17	2934	99069	96135
98789	24	S3013_5	TRUE	1.68	70.06	RIGHT	15	14	2654	t.05.17	2934	99069	96135
101001	28	S3013_5	TRUE	3.46	123.68	RIGHT	5	2	483	t.05.18	2518	103036	100518
101550	20	S3013_5	TRUE	1.34	66.98	RIGHT	7	5	1032	t.05.18	2518	103036	100518
102003	23	S3013_5	TRUE	1.78	77.29	RIGHT	8	7	1485	t.05.18	2518	103036	100518
102480	24	S3013_5	TRUE	1.96	81.83	RIGHT	10	8	1962	t.05.18	2518	103036	100518
102703	22	S3013_5	TRUE	1.64	74.32	RIGHT	11	10	2185	t.05.18	2518	103036	100518
102917	23	S3013_5	TRUE	1.7	73.71	RIGHT	11	11	2399	t.05.18	2518	103036	100518
104846	26	S3013_5	FALSE	2.56	98.4	RIGHT	3	2	362	t.05.19	2053	106537	104484
105180	23	S3013_5	FALSE	1.89	82.07	RIGHT	4	3	696	t.05.19	2053	106537	104484
105316	27	S3013_5	FALSE	2.01	74.53	RIGHT	5	4	832	t.05.19	2053	106537	104484
105654	24	S3013_5	FALSE	2.25	93.74	RIGHT	5	4	1170	t.05.19	2053	106537	104484
105969	27	S3013_5	FALSE	2.42	89.67	RIGHT	6	5	1485	t.05.19	2053	106537	104484
106340	25	S3013_5	FALSE	1.8	72.1	RIGHT	7	6	1856	t.05.19	2053	106537	104484
#VALUE!	23	S3013_5	FALSE	1.89	81.99	RIGHT	.	.	59	.	.	.	.
108340	28	S3013_5	FALSE	2.88	102.74	RIGHT	4	2	372	t.05.20	1960	109928	107968
108833	25	S3013_5	FALSE	2.07	82.97	RIGHT	6	4	865	t.05.20	1960	109928	107968
109538	29	S3013_5	FALSE	3.11	107.15	RIGHT	9	6	1570	t.05.20	1960	109928	107968
109808	21	S3013_5	FALSE	1.33	63.35	RIGHT	.	9	1840	t.05.20	1960	109928	107968
111526	22	S3013_5	FALSE	1.28	57.96	UP	2	1	192	t.05.21	3934	115268	111334
111754	19	S3013_5	FALSE	0.95	50.23	RIGHT	2	2	420	t.05.21	3934	115268	111334
111964	27	S3013_5	FALSE	2.85	105.59	RIGHT	4	2	630	t.05.21	3934	115268	111334
112210	21	S3013_5	FALSE	0.67	31.68	LEFT	3	3	876	t.05.21	3934	115268	111334
112512	30	S3013_5	FALSE	2.89	96.44	LEFT	2	3	1178	t.05.21	3934	115268	111334
113057	20	S3013_5	FALSE	1.82	91.19	RIGHT	3	2	1723	t.05.21	3934	115268	111334
113555	23	S3013_5	FALSE	1.84	79.86	RIGHT	4	3	2221	t.05.21	3934	115268	111334
113956	24	S3013_5	FALSE	2.52	105.04	RIGHT	5	3	2622	t.05.21	3934	115268	111334
114257	25	S3013_5	FALSE	2.26	90.56	RIGHT	8	5	2923	t.05.21	3934	115268	111334
114681	13	S3013_5	FALSE	0.8	61.36	LEFT	6	7	3347	t.05.21	3934	115268	111334
114857	27	S3013_5	FALSE	2.86	105.81	RIGHT	8	.	3523	t.05.21	3934	115268	111334
115109	43	S3013_5	FALSE	1.72	40.06	RIGHT	9	8	3775	t.05.21	3934	115268	111334
115338	19	S3013_5	FALSE	1.41	73.96	LEFT	8	9	4004	t.05.21	3934	115268	111334
116928	19	S3013_5	FALSE	0.8	41.85	LEFT	3	3	244	t.05.22	1428	118112	116684
117126	268	S3013_5	FALSE	0.41	1.52	.	6	6	442	t.05.22	1428	118112	116684
117651	30	S3013_5	FALSE	3.05	101.79	RIGHT	9	6	967	t.05.22	1428	118112	116684
117887	20	S3013_5	FALSE	1.45	72.41	RIGHT	9	8	1203	t.05.22	1428	118112	116684
119642	40	S3013_5	FALSE	1.32	32.9	LEFT	1	2	91	t.05.23	3877	123428	119551
119927	25	S3013_5	FALSE	2.63	105.35	RIGHT	3	1	376	t.05.23	3877	123428	119551
120400	26	S3013_5	FALSE	2.33	89.6	RIGHT	5	3	849	t.05.23	3877	123428	119551
120580	23	S3013_5	FALSE	1.95	84.69	RIGHT	5	5	1029	t.05.23	3877	123428	119551
120858	46	S3013_5	FALSE	2.87	62.49	RIGHT	7	5	1307	t.05.23	3877	123428	119551
121232	10	S3013_5	FALSE	0.44	43.81	.	7	7	1681	t.05.23	3877	123428	119551
121507	42	S3013_5	FALSE	2.53	60.35	RIGHT	8	7	1956	t.05.23	3877	123428	119551
121866	19	S3013_5	FALSE	1.15	60.48	RIGHT	8	8	2315	t.05.23	3877	123428	119551
122024	34	S3013_5	FALSE	2.23	65.62	RIGHT	10	8	2473	t.05.23	3877	123428	119551
122342	14	S3013_5	FALSE	0.94	66.8	LEFT	10	.	2791	t.05.23	3877	123428	119551
122475	30	S3013_5	FALSE	4.67	155.56	LEFT	7	10	2924	t.05.23	3877	123428	119551
122847	54	S3013_5	FALSE	5.95	110.2	RIGHT	.	7	3296	t.05.23	3877	123428	119551
123118	21	S3013_5	FALSE	1.5	71.28	LEFT	9	10	3567	t.05.23	3877	123428	119551
123387	20	S3013_5	FALSE	1.19	59.42	RIGHT	10	9	3836	t.05.23	3877	123428	119551
123485	38	S3013_5	FALSE	1.24	32.75	RIGHT	10	10	3934	t.05.23	3877	123428	119551
125199	23	S3013_5	FALSE	1.96	85.25	RIGHT	4	2	348	t.05.24	5080	129931	124851
125455	24	S3013_5	FALSE	2.14	89.07	RIGHT	5	4	604	t.05.24	5080	129931	124851
125829	25	S3013_5	FALSE	1.8	72.08	LEFT	4	5	978	t.05.24	5080	129931	124851
126205	39	S3013_5	FALSE	2.85	73.08	RIGHT	6	4	1354	t.05.24	5080	129931	124851
126550	27	S3013_5	FALSE	2.54	94.22	RIGHT	8	7	1699	t.05.24	5080	129931	124851
126912	122	S3013_5	FALSE	9.97	81.76	DOWN	.	8	2061	t.05.24	5080	129931	124851
127117	50	S3013_5	FALSE	3.48	69.61	RIGHT	.	.	2266	t.05.24	5080	129931	124851
127364	21	S3013_5	FALSE	1.25	59.47	LEFT	10	10	2513	t.05.24	5080	129931	124851
127631	51	S3013_5	FALSE	4.19	82.06	LEFT	.	10	2780	t.05.24	5080	129931	124851
127765	31	S3013_5	FALSE	4.08	131.68	LEFT	.	6	2914	t.05.24	5080	129931	124851
128240	54	S3013_5	FALSE	5.8	107.48	RIGHT	8	3	3389	t.05.24	5080	129931	124851
128456	53	S3013_5	FALSE	5.75	108.49	LEFT	4	8	3605	t.05.24	5080	129931	124851
128691	11	S3013_5	FALSE	0.54	49.31	DOWN	3	3	3840	t.05.24	5080	129931	124851
128741	21	S3013_5	FALSE	1.43	67.89	LEFT	2	3	3890	t.05.24	5080	129931	124851
128852	70	S3013_5	FALSE	10.75	153.58	RIGHT	10	2	4001	t.05.24	5080	129931	124851
129305	21	S3013_5	FALSE	1.45	68.94	LEFT	10	10	4454	t.05.24	5080	129931	124851
129525	34	S3013_5	FALSE	1.94	57.03	RIGHT	11	10	4674	t.05.24	5080	129931	124851
129730	38	S3013_5	FALSE	2.53	66.54	RIGHT	13	11	4879	t.05.24	5080	129931	124851
131615	24	S3013_5	FALSE	1.92	80.07	LEFT	1	2	248	t.05.25	1964	133331	131367
131939	24	S3013_5	FALSE	2.28	94.96	RIGHT	3	1	572	t.05.25	1964	133331	131367
132210	24	S3013_5	FALSE	2.15	89.76	RIGHT	4	2	843	t.05.25	1964	133331	131367
132452	25	S3013_5	FALSE	2.5	100.17	RIGHT	5	3	1085	t.05.25	1964	133331	131367
132731	23	S3013_5	FALSE	2.08	90.5	RIGHT	7	5	1364	t.05.25	1964	133331	131367
