onset	duration	RECORDING_SESSION_LABEL	CURRENT_SAC_ADJUSTED	CURRENT_SAC_AMPLITUDE	CURRENT_SAC_AVG_VELOCITY	CURRENT_SAC_DIRECTION	CURRENT_SAC_END_INTEREST_AREA_ID	CURRENT_SAC_START_INTEREST_AREA_ID	CURRENT_SAC_START_TIME	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
63531	24	S3013_3	TRUE	1.63	68.05	RIGHT	13	12	2637	t.04.10	2741	63635	60894
65664	13	S3013_3	FALSE	0.64	48.93	LEFT	2	2	570	t.04.11	3451	68545	65094
65872	24	S3013_3	FALSE	2.68	111.46	RIGHT	4	2	778	t.04.11	3451	68545	65094
66154	23	S3013_3	FALSE	1.88	81.77	RIGHT	6	4	1060	t.04.11	3451	68545	65094
66401	14	S3013_3	FALSE	0.8	56.93	LEFT	5	5	1307	t.04.11	3451	68545	65094
66608	400	S3013_3	FALSE	2.58	6.45	RIGHT	7	5	1514	t.04.11	3451	68545	65094
67048	46	S3013_3	FALSE	0.56	12.25	RIGHT	7	7	1954	t.04.11	3451	68545	65094
67224	57	S3013_3	FALSE	1.74	30.55	RIGHT	9	8	2130	t.04.11	3451	68545	65094
67359	21	S3013_3	FALSE	1.74	83.06	RIGHT	9	8	2265	t.04.11	3451	68545	65094
67427	25	S3013_3	FALSE	2.07	82.79	RIGHT	11	9	2333	t.04.11	3451	68545	65094
67701	14	S3013_3	FALSE	0.91	65.19	LEFT	9	10	2607	t.04.11	3451	68545	65094
67875	61	S3013_3	FALSE	0.04	0.73	.	9	9	2781	t.04.11	3451	68545	65094
68030	22	S3013_3	FALSE	0.04	2	.	9	9	2936	t.04.11	3451	68545	65094
68176	43	S3013_3	FALSE	1.89	44.01	RIGHT	13	12	3082	t.04.11	3451	68545	65094
68448	23	S3013_3	FALSE	1.89	82.05	RIGHT	14	13	3354	t.04.11	3451	68545	65094
70265	33	S3013_3	FALSE	1.91	57.78	RIGHT	.	1	288	t.04.12	2729	72706	69977
70450	364	S3013_3	FALSE	4.37	12	RIGHT	5	2	473	t.04.12	2729	72706	69977
71178	384	S3013_3	FALSE	1.95	5.07	RIGHT	8	6	1201	t.04.12	2729	72706	69977
71904	42	S3013_3	FALSE	1.77	42.04	RIGHT	9	.	1927	t.04.12	2729	72706	69977
72005	58	S3013_3	FALSE	1.76	30.4	RIGHT	9	.	2028	t.04.12	2729	72706	69977
72097	31	S3013_3	FALSE	1.76	56.81	RIGHT	9	.	2120	t.04.12	2729	72706	69977
72211	23	S3013_3	FALSE	1.74	75.82	RIGHT	9	.	2234	t.04.12	2729	72706	69977
72286	164	S3013_3	FALSE	0	0	.	12	12	2309	t.04.12	2729	72706	69977
72586	221	S3013_3	FALSE	0	0	.	12	12	2609	t.04.12	2729	72706	69977
74315	15	S3013_3	TRUE	0.83	55.05	LEFT	1	3	205	t.04.13	3893	78003	74110
74557	22	S3013_3	TRUE	1.54	70.13	RIGHT	3	2	447	t.04.13	3893	78003	74110
74851	20	S3013_3	TRUE	1.29	64.34	LEFT	2	3	741	t.04.13	3893	78003	74110
75376	27	S3013_3	TRUE	3.15	116.51	RIGHT	4	1	1266	t.04.13	3893	78003	74110
75878	129	S3013_3	TRUE	0.29	2.22	.	5	5	1768	t.04.13	3893	78003	74110
76243	23	S3013_3	TRUE	1.43	62.21	RIGHT	6	5	2133	t.04.13	3893	78003	74110
76445	23	S3013_3	TRUE	1.45	63.17	RIGHT	6	5	2335	t.04.13	3893	78003	74110
76661	27	S3013_3	TRUE	2.47	91.65	RIGHT	7	6	2551	t.04.13	3893	78003	74110
77122	18	S3013_3	TRUE	1.47	81.81	RIGHT	9	7	3012	t.04.13	3893	78003	74110
77385	21	S3013_3	TRUE	1.46	69.38	RIGHT	.	9	3275	t.04.13	3893	78003	74110
77573	25	S3013_3	TRUE	2.12	84.65	RIGHT	11	10	3463	t.04.13	3893	78003	74110
77908	26	S3013_3	TRUE	2.5	95.97	RIGHT	13	11	3798	t.04.13	3893	78003	74110
79717	25	S3013_3	TRUE	2.06	82.52	RIGHT	2	2	257	t.04.14	3351	82811	79460
79904	36	S3013_3	TRUE	2.24	62.34	RIGHT	3	2	444	t.04.14	3351	82811	79460
80164	30	S3013_3	TRUE	3.03	100.98	RIGHT	5	3	704	t.04.14	3351	82811	79460
80729	20	S3013_3	TRUE	1.59	79.67	LEFT	4	5	1269	t.04.14	3351	82811	79460
80877	39	S3013_3	TRUE	3.32	85.03	RIGHT	6	4	1417	t.04.14	3351	82811	79460
81354	28	S3013_3	TRUE	2.54	90.71	RIGHT	8	6	1894	t.04.14	3351	82811	79460
81737	15	S3013_3	TRUE	0.88	58.38	LEFT	7	8	2277	t.04.14	3351	82811	79460
82128	30	S3013_3	TRUE	2.14	71.34	RIGHT	9	7	2668	t.04.14	3351	82811	79460
82406	26	S3013_3	TRUE	2.19	84.1	RIGHT	10	9	2946	t.04.14	3351	82811	79460
82609	41	S3013_3	TRUE	1.81	44.1	RIGHT	11	10	3149	t.04.14	3351	82811	79460
#VALUE!	25	S3013_3	FALSE	1.9	75.95	RIGHT	.	.	21	.	.	.	.
84449	13	S3013_3	TRUE	0.85	65.53	LEFT	2	3	223	t.04.15	2019	86245	84226
84651	28	S3013_3	TRUE	2.6	92.96	RIGHT	3	2	425	t.04.15	2019	86245	84226
84965	26	S3013_3	TRUE	3.27	125.78	RIGHT	5	3	739	t.04.15	2019	86245	84226
85317	26	S3013_3	TRUE	2.89	111.02	RIGHT	6	5	1091	t.04.15	2019	86245	84226
85673	26	S3013_3	TRUE	2.43	93.43	RIGHT	8	6	1447	t.04.15	2019	86245	84226
85943	17	S3013_3	TRUE	0.96	56.53	RIGHT	9	8	1717	t.04.15	2019	86245	84226
86154	20	S3013_3	TRUE	1.19	59.51	RIGHT	9	9	1928	t.04.15	2019	86245	84226
87696	30	S3013_3	TRUE	2.82	94.07	RIGHT	3	1	20	t.04.16	2486	90162	87676
87919	23	S3013_3	TRUE	1.53	66.73	LEFT	2	3	243	t.04.16	2486	90162	87676
88215	48	S3013_3	TRUE	4.68	97.44	RIGHT	5	2	539	t.04.16	2486	90162	87676
88488	24	S3013_3	TRUE	2.2	91.8	RIGHT	6	5	812	t.04.16	2486	90162	87676
88742	23	S3013_3	TRUE	2.41	104.99	RIGHT	8	6	1066	t.04.16	2486	90162	87676
88970	18	S3013_3	TRUE	1.12	62.24	LEFT	7	9	1294	t.04.16	2486	90162	87676
89233	34	S3013_3	TRUE	3.91	115.15	LEFT	5	8	1557	t.04.16	2486	90162	87676
89505	55	S3013_3	TRUE	5.77	104.97	RIGHT	10	5	1829	t.04.16	2486	90162	87676
89692	14	S3013_3	TRUE	0.84	60.02	LEFT	9	10	2016	t.04.16	2486	90162	87676
89882	27	S3013_3	TRUE	2.76	102.04	RIGHT	11	9	2206	t.04.16	2486	90162	87676
91862	18	S3013_3	TRUE	1.18	65.51	RIGHT	3	2	253	t.04.17	3037	94646	91609
92086	38	S3013_3	TRUE	1.87	49.23	RIGHT	4	3	477	t.04.17	3037	94646	91609
92444	21	S3013_3	TRUE	1.68	80.05	RIGHT	5	4	835	t.04.17	3037	94646	91609
92721	31	S3013_3	TRUE	3.11	100.17	RIGHT	8	5	1112	t.04.17	3037	94646	91609
93145	24	S3013_3	TRUE	1.95	81.36	RIGHT	9	7	1536	t.04.17	3037	94646	91609
93489	24	S3013_3	TRUE	1.64	68.23	RIGHT	10	8	1880	t.04.17	3037	94646	91609
93757	25	S3013_3	TRUE	2.28	91.18	RIGHT	12	10	2148	t.04.17	3037	94646	91609
94136	46	S3013_3	TRUE	2.21	48.01	RIGHT	13	12	2527	t.04.17	3037	94646	91609
94569	19	S3013_3	TRUE	1.56	81.99	RIGHT	14	13	2960	t.04.17	3037	94646	91609
96247	23	S3013_3	TRUE	1.56	67.77	LEFT	2	4	188	t.04.18	3787	99846	96059
96559	37	S3013_3	TRUE	2.22	60.13	RIGHT	4	2	500	t.04.18	3787	99846	96059
96855	28	S3013_3	TRUE	2.86	102.23	RIGHT	5	4	796	t.04.18	3787	99846	96059
97186	27	S3013_3	TRUE	2.64	97.65	RIGHT	.	5	1127	t.04.18	3787	99846	96059
97410	22	S3013_3	TRUE	1.46	66.5	RIGHT	9	7	1351	t.04.18	3787	99846	96059
97606	21	S3013_3	TRUE	1.38	65.48	RIGHT	10	9	1547	t.04.18	3787	99846	96059
97849	19	S3013_3	TRUE	1.11	58.23	LEFT	9	10	1790	t.04.18	3787	99846	96059
98145	20	S3013_3	TRUE	1.35	67.5	RIGHT	10	9	2086	t.04.18	3787	99846	96059
98406	27	S3013_3	TRUE	2.82	104.48	RIGHT	12	10	2347	t.04.18	3787	99846	96059
98786	22	S3013_3	TRUE	1.67	75.75	RIGHT	13	12	2727	t.04.18	3787	99846	96059
99167	53	S3013_3	TRUE	5.05	95.24	LEFT	10	13	3108	t.04.18	3787	99846	96059
99457	22	S3013_3	TRUE	1.44	65.47	LEFT	7	9	3398	t.04.18	3787	99846	96059
99861	71	S3013_3	TRUE	4.07	57.26	RIGHT	.	7	3802	t.04.18	3787	99846	96059
101465	55	S3013_3	TRUE	5.73	104.22	LEFT	.	9	189	t.04.19	2458	103734	101276
101695	20	S3013_3	TRUE	1.34	67.24	LEFT	3	4	419	t.04.19	2458	103734	101276
101917	16	S3013_3	TRUE	1.03	64.59	LEFT	3	4	641	t.04.19	2458	103734	101276
102191	11	S3013_3	TRUE	0.65	59.3	LEFT	2	3	915	t.04.19	2458	103734	101276
102526	27	S3013_3	TRUE	2.93	108.62	RIGHT	4	2	1250	t.04.19	2458	103734	101276
102803	24	S3013_3	TRUE	2.2	91.61	RIGHT	6	4	1527	t.04.19	2458	103734	101276
103017	24	S3013_3	TRUE	2.04	84.92	RIGHT	8	6	1741	t.04.19	2458	103734	101276
103439	17	S3013_3	TRUE	1.13	66.69	LEFT	7	8	2163	t.04.19	2458	103734	101276
103564	28	S3013_3	TRUE	2.78	99.39	RIGHT	9	7	2288	t.04.19	2458	103734	101276
105393	19	S3013_3	TRUE	0.78	40.83	RIGHT	3	3	201	t.04.20	4107	109299	105192
105605	22	S3013_3	TRUE	1.71	77.68	RIGHT	5	3	413	t.04.20	4107	109299	105192
105946	28	S3013_3	TRUE	2.37	84.48	RIGHT	6	4	754	t.04.20	4107	109299	105192
106212	42	S3013_3	TRUE	2.65	63	RIGHT	8	6	1020	t.04.20	4107	109299	105192
106535	20	S3013_3	TRUE	1.26	63.12	LEFT	7	8	1343	t.04.20	4107	109299	105192
106700	29	S3013_3	TRUE	3.32	114.49	RIGHT	9	7	1508	t.04.20	4107	109299	105192
107004	20	S3013_3	TRUE	1.33	66.6	RIGHT	10	9	1812	t.04.20	4107	109299	105192
107220	27	S3013_3	TRUE	2.42	89.52	RIGHT	12	10	2028	t.04.20	4107	109299	105192
107534	19	S3013_3	TRUE	1.18	62.12	RIGHT	12	11	2342	t.04.20	4107	109299	105192
107765	21	S3013_3	TRUE	1.3	62.13	LEFT	11	12	2573	t.04.20	4107	109299	105192
107973	24	S3013_3	TRUE	1.94	80.81	LEFT	10	11	2781	t.04.20	4107	109299	105192
108263	25	S3013_3	TRUE	1.87	74.91	LEFT	9	10	3071	t.04.20	4107	109299	105192
108397	30	S3013_3	TRUE	3.11	103.71	LEFT	7	9	3205	t.04.20	4107	109299	105192
108662	33	S3013_3	TRUE	3.16	95.85	LEFT	4	7	3470	t.04.20	4107	109299	105192
108922	25	S3013_3	TRUE	1.01	40.25	RIGHT	6	5	3730	t.04.20	4107	109299	105192
109222	43	S3013_3	TRUE	2.5	58.22	LEFT	4	6	4030	t.04.20	4107	109299	105192
110908	30	S3013_3	TRUE	2.98	99.29	LEFT	4	5	182	t.04.21	2903	113629	110726
111259	17	S3013_3	TRUE	1.19	70.07	LEFT	3	4	533	t.04.21	2903	113629	110726
111458	25	S3013_3	TRUE	2.34	93.47	RIGHT	4	3	732	t.04.21	2903	113629	110726
111807	26	S3013_3	TRUE	3.03	116.69	RIGHT	6	4	1081	t.04.21	2903	113629	110726
112165	26	S3013_3	TRUE	1.94	74.64	RIGHT	6	6	1439	t.04.21	2903	113629	110726
112403	27	S3013_3	TRUE	2.5	92.52	RIGHT	7	6	1677	t.04.21	2903	113629	110726
112685	27	S3013_3	TRUE	2.35	87.16	RIGHT	9	7	1959	t.04.21	2903	113629	110726
112972	27	S3013_3	TRUE	2.82	104.46	RIGHT	11	9	2246	t.04.21	2903	113629	110726
113252	21	S3013_3	TRUE	1.58	75.22	RIGHT	12	11	2526	t.04.21	2903	113629	110726
113456	21	S3013_3	TRUE	1.57	74.76	RIGHT	12	12	2730	t.04.21	2903	113629	110726
113654	22	S3013_3	TRUE	2.2	99.9	LEFT	11	12	2928	t.04.21	2903	113629	110726
115046	20	S3013_3	TRUE	1.48	73.98	LEFT	1	2	4	t.04.22	2712	117754	115042
115421	26	S3013_3	TRUE	2.41	92.78	RIGHT	2	1	379	t.04.22	2712	117754	115042
115752	47	S3013_3	TRUE	2.97	63.29	RIGHT	4	2	710	t.04.22	2712	117754	115042
116138	25	S3013_3	TRUE	2.35	94.15	RIGHT	.	4	1096	t.04.22	2712	117754	115042
116259	35	S3013_3	TRUE	1.72	49.18	RIGHT	5	5	1217	t.04.22	2712	117754	115042
116743	27	S3013_3	TRUE	3.26	120.58	RIGHT	8	5	1701	t.04.22	2712	117754	115042
117092	20	S3013_3	TRUE	1.32	66.14	RIGHT	8	7	2050	t.04.22	2712	117754	115042
117147	20	S3013_3	TRUE	1.32	66.14	RIGHT	8	7	2105	t.04.22	2712	117754	115042
117215	25	S3013_3	TRUE	2.33	93.31	LEFT	6	8	2173	t.04.22	2712	117754	115042
117382	250	S3013_3	TRUE	7.55	30.21	DOWN	.	6	2340	t.04.22	2712	117754	115042
119410	21	S3013_3	TRUE	1.82	86.76	RIGHT	2	1	251	t.04.23	3334	122494	119159
119649	26	S3013_3	TRUE	2.5	96.34	RIGHT	3	2	490	t.04.23	3334	122494	119159
119997	27	S3013_3	TRUE	3.02	111.97	RIGHT	5	3	838	t.04.23	3334	122494	119159
120476	26	S3013_3	TRUE	2.63	101.32	RIGHT	6	5	1317	t.04.23	3334	122494	119159
120911	17	S3013_3	TRUE	1.04	60.98	LEFT	6	6	1752	t.04.23	3334	122494	119159
121044	32	S3013_3	TRUE	3.55	111.09	RIGHT	8	6	1885	t.04.23	3334	122494	119159
121433	34	S3013_3	TRUE	2.41	70.78	RIGHT	9	8	2274	t.04.23	3334	122494	119159
121738	38	S3013_3	TRUE	2.86	75.37	LEFT	7	9	2579	t.04.23	3334	122494	119159
121842	92	S3013_3	TRUE	8.64	93.95	DOWN	.	8	2683	t.04.23	3334	122494	119159
122076	247	S3013_3	TRUE	7.53	30.49	RIGHT	.	5	2917	t.04.23	3334	122494	119159
#VALUE!	21	S3013_3	FALSE	1.91	91.05	LEFT	.	.	46	.	.	.	.
124113	23	S3013_3	TRUE	1.92	83.44	LEFT	2	2	188	t.04.24	3558	127483	123925
124501	25	S3013_3	TRUE	3.01	120.47	RIGHT	3	2	576	t.04.24	3558	127483	123925
124986	28	S3013_3	TRUE	2.67	95.28	RIGHT	5	3	1061	t.04.24	3558	127483	123925
125195	24	S3013_3	TRUE	2.19	91.15	RIGHT	5	5	1270	t.04.24	3558	127483	123925
125511	24	S3013_3	TRUE	2.19	91.19	RIGHT	7	5	1586	t.04.24	3558	127483	123925
125727	12	S3013_3	TRUE	0.62	51.45	LEFT	6	6	1802	t.04.24	3558	127483	123925
125921	30	S3013_3	TRUE	2.58	86.08	RIGHT	8	6	1996	t.04.24	3558	127483	123925
126524	15	S3013_3	TRUE	0.84	55.87	LEFT	8	8	2599	t.04.24	3558	127483	123925
126730	27	S3013_3	TRUE	2.08	77.16	RIGHT	9	8	2805	t.04.24	3558	127483	123925
127132	42	S3013_3	TRUE	1.65	39.17	RIGHT	10	8	3207	t.04.24	3558	127483	123925
129285	25	S3013_3	TRUE	2.28	91.28	RIGHT	3	2	376	t.04.25	2969	131878	128909
129714	26	S3013_3	TRUE	2.53	97.22	RIGHT	5	3	805	t.04.25	2969	131878	128909
130178	16	S3013_3	TRUE	0.95	59.56	LEFT	4	5	1269	t.04.25	2969	131878	128909
